Asset Tag,Model,Serial,Username,Active Directory Last Logon,Success
D02814,Latitude E7470,8Z6XRF2,sam14054,2/10/2020 8:00:15 AM,Success
D03935,Latitude 7480,64DMMH2,msn13004,2/7/2020 10:04:30 AM,Success
D03931,Latitude 7480,HMKMMH2,vtn08001,2/10/2020 10:18:09 PM,Success
D03942,Optiplex 7050,4BT5JL2,ann02001,10/8/2019 4:24:21 PM,Success
C03181,Macbook Pro A1707,C02SY4ZFGTFL,mio02003,2/6/2020 2:32:56 PM,Success
D03972,Latitude 7480,CCYQNH2,ato08001,2/11/2020 12:01:17 AM,Success
D03926,Latitude 7480,FS0MMH2,mjo02005,2/10/2020 7:00:34 PM,Success
D04215,Optiplex 7050,2Z88CM2,app00003,10/8/2019 5:36:25 AM,Success
D03932,Latitude 7480,3THNMH2,scp02002,1/28/2020 1:38:14 PM,Success
D03924,Optiplex 7050,4BV5JL2,afc17002,10/8/2019 12:10:58 AM,Success
D01320,Latitude 7470,5DG6Q72,jak02015,2/10/2020 3:02:27 PM,Success
D02908,Optiplex 7040,287DXG2,ajp02007,2/9/2020 8:25:44 PM,Success
D03940,Optiplex 7050,4BT3JL2,dmp02011,10/9/2019 1:40:21 AM,Success
1111,XPS 13 9350,xxx,jep02011,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
D01329,Latitude E7470,3T47Q72,ler02006,2/10/2020 11:06:14 PM,Success
D01330,Latitude 7470,1R97Q72,slr02009,2/10/2020 8:46:07 AM,Success
C05807,Macbook Pro A1707,C02VH07CHTD5,student4252,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
D01325,Latitude 7470,CQL5Q72,rsr05001,2/9/2020 12:38:01 PM,Success
D03934,Latitude 7480,26DMMH2,rmr02002,2/10/2020 3:48:40 PM,Success
D01331,Latitude 7470,GT97Q72,vef12001,2/10/2020 3:59:52 PM,Success
C06795,XPS 13 9350,7P7T0N2,gms02004,2/4/2020 10:52:41 AM,Success
C04930,Latitude 7470,HM346H2,ris10004,2/4/2020 3:43:10 PM,Success
D03948,Optiplex 7050,4BV4JL2,,,Success
D04167,Latitude 7480,JS516M2,dbs18001,2/10/2020 3:06:35 PM,Success
D02812,Latitude 7470,G0FXRF2,brc15109,2/8/2020 12:24:08 PM,Success
D01324,Latitude 7470,8WL5Q72,toj12002,2/10/2020 3:23:26 PM,Success
D04219,Optiplex 7050,2Z98CM2,gds11003,10/8/2019 7:39:06 PM,Success
D03947,Optiplex 7050,4BV3JL2,lgm02001,12/24/2018 8:25:14 AM,Success
D03933,Latitude 7480,17DMMH2,mau09005,2/10/2020 5:32:16 PM,Success
D02800,Optiplex 7040,285QXG2,lgm02001,2/7/2020 4:33:14 AM,Success
D03945,Optiplex 7050,4BT8JL2,wsv02001,10/7/2019 12:47:13 PM,Success
C02926,Macbook Pro A1706,C02SN137GY6N,hev00001,2/4/2020 3:39:45 PM,Success
D03937,Latitude 7480,15DMMH2,taw02004,2/10/2020 6:05:35 PM,Success
D03927,Latitude 7480,F7DMMH2,miw02004,2/7/2020 2:54:42 PM,Success
D04286,Latitude 7480,FC5ZHM2,kew13012,2/10/2020 2:20:11 PM,Success
D04168,Latitude 7480,DS516M2,maw02019,2/10/2020 12:30:32 PM,Success
D02340,Latitude 7470,39XWKC2,car11007,2/10/2020 2:22:10 PM,Success
D01333,Latitude 7470,CW97Q72,aaw02004,10/25/2019 3:55:19 AM,Success
D03929,Latitude 7480,4PKMMH2,yiz00003,2/8/2020 3:35:06 PM,Success
D01305,Optiplex 7040,6C0WFB2,slr02009,2/9/2020 10:39:42 PM,Success
D01310,Optiplex 7040,6C11GB2,slr02009,2/9/2020 7:13:59 PM,Success
D01303,Optiplex 7040,6C04GB2,slr02009,2/7/2020 4:33:51 PM,Success
D01309,Optiplex 7040,6C10GB2,slr02009,2/9/2020 11:54:29 AM,Success
D01314,Optiplex 7040,6C15GB2,,2/7/2020 11:50:51 AM,Success
D01298,Optiplex 7040,6BZZFB2,slr02009,2/8/2020 7:07:26 PM,Success
D01302,Optiplex 7040,GC03GB2,lgm02001,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
D01308,Optiplex 7040,GC0ZFB2,pgc02001,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
D03656,Optiplex 7050,5Q2FGK2,lgm02001,5/22/2019 5:57:43 AM,Success
D01296,Optiplex 7040,6BZXFB2,slr02009,2/9/2020 4:13:04 PM,Success
D01307,Optiplex 7040,6C0YFB2,slr02009,1/29/2020 11:59:07 AM,Success
D04424,Optiplex 7050,1Y1TXM2,lgm02001,9/26/2019 7:34:53 PM,Success
D06438,Optiplex 7060,26ZMRR2,lgm02001,2/10/2020 3:05:52 AM,Success
D06433,Optiplex 7060,270JRR2,,2/10/2020 3:26:06 PM,Success
D06431,Optiplex 7060,271FRR2,,2/10/2020 6:20:49 PM,Success
D06432,Optiplex 7060,270NRR2,,2/8/2020 11:06:25 AM,Success
D06430,Optiplex 7060,270LRR2,,2/9/2020 3:54:03 PM,Success
D06435,Optiplex 7060,271DRR2,,2/11/2020 1:45:26 AM,Success
D06429,Optiplex 7060,270HRR2,,2/10/2020 7:06:07 PM,Success
D06428,Optiplex 7060,271GRR2,,2/10/2020 9:24:56 PM,Success
D06434,Optiplex 7060,270KRR2,,2/10/2020 3:41:05 PM,Success
D06426,Optiplex 7060,270GRR2,,2/10/2020 3:05:03 AM,Success
D06427,Optiplex 7060,270MRR2,,2/10/2020 7:06:09 PM,Success
D06530,Optiplex 7060,9BRHMR2,,2/10/2020 3:07:56 AM,Success
D06204,Latitude 5580,7RNGPQ2,mam18076,2/5/2020 12:39:52 PM,Success
00000,Surface Book,014246454253,jow02004,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
D06017,Optiplex 7060,57D7KQ2,,2/10/2020 9:08:08 PM,Success
D06766,Optiplex 7060,3Y331S2,,2/10/2020 10:39:20 PM,Success
D06764,Optiplex 7060,3Y311S2,,2/11/2020 12:38:16 AM,Success
D06771,Optiplex 7060,3Y411S2,,2/10/2020 7:06:11 PM,Success
D06773,Optiplex 7060,3Y431S2,,2/7/2020 12:52:16 AM,Success
D06768,Optiplex 7060,3Y351S2,,2/7/2020 3:56:53 PM,Success
D06765,Optiplex 7060,3Y321S2,,2/10/2020 8:04:48 AM,Success
D06772,Optiplex 7060,3Y421S2,,2/10/2020 7:05:48 PM,Success
D06769,Optiplex 7060,3Y361S2,,2/11/2020 1:19:18 AM,Success
D06770,Optiplex 7060,3Y401S2,,2/9/2020 7:35:41 AM,Success
D06767,Optiplex 7060,3Y341S2,,2/9/2020 9:45:39 AM,Success
D06579,XPS 13 9370,HK6DHR2,stf03003,1/20/2020 2:23:44 PM,Success
D06584,Latitude 7490,5Y78JR2,chc10004,2/10/2020 9:07:42 AM,Success
C08397,Optiplex 7060,JFQTMR2,mil02006,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
D06730,Latitude 7490,57D4JR2,cmc12028,2/10/2020 1:27:40 PM,Success
none,Optiplex 7050,5XGTHH2,jar02014,2019-12-16,Success
C03807,Optiplex 7050,5XLVHH2,jow02004,10/7/2019 2:54:00 PM,Success
W64734,iMac,C02NWG36F8J2,jar02014,2/10/2020 11:09:53 PM,Success
W61658,Macbook Pro A1398,C02NC2FUG3,dob08002,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
C04013,MacBook Pro A1708,C02TK1TYGVC8,rpp98001,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
C00477,MacBook Pro A1398,C02Q48GLG8WN,bcd04001,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
D01326,Latitude 7470,F7G6Q72,nls11008,2/10/2020 10:04:24 PM,Success
C03802,Optiplex 7050,5XL3JH2,lgm02001,10/9/2019 1:14:58 AM,Success
D06846,Latitude 5590,H9ZQ6S2,,2/9/2020 8:36:16 PM,Success
S0007374,Optiplex 7050,5XH5JH2,,1/2/2019 9:32:00 AM,Success
D06581,Optiplex 7060,GB4VCS2,cie02001,2/2/2020 4:56:59 PM,Success
D06492,Optiplex 7060,GKFDRR2,sla16103,2/6/2020 10:43:07 AM,Success
D06513,Latitude 7490,60KCMQ2,dlz09002,2/9/2020 7:28:01 PM,Success
D01187,Optiplex 7040,6BV0GB2,rmr02002,1/29/2020 4:01:53 PM,Success
D06867,Optiplex 7060,5XFM0T2,gab06001,2/5/2020 4:34:25 AM,Success
C00780,MacBook Pro A1502,C02QQ39KFVH8,,1/15/2020 1:36:29 PM,Success
D06493,Optiplex 7060,CGDXLR2,jen02004,2/11/2020 1:11:08 AM,Success
D06809,Latitude 5590,FH4P6S2,klb02007,2/10/2020 10:07:41 PM,Success
D02832,Optiplex 7040,6L2YBH2,dib02002,2/7/2020 3:27:36 PM,Success
D01010,Optiplex 9020,F48HGB2,dib02002,2/9/2020 8:20:59 PM,Success
D06836,Optiplex 7060,2431DS2,,2/10/2020 8:59:13 PM,Success
D06837,Optiplex 7060,2432DS2,,2/10/2020 7:11:27 PM,Success
D06838,Optiplex 7060,243XCS2,,2/11/2020 1:27:18 AM,Success
D06839,Optiplex 7060,243YCS2,,2/10/2020 8:16:17 PM,Success
D06840,Optiplex 7060,243ZCS2,,2/11/2020 12:38:32 AM,Success
D06841,Optiplex 7060,2440DS2,,2/9/2020 7:11:42 PM,Success
D06842,Optiplex 7060,2441DS2,,2/9/2020 6:36:13 AM,Success
D06843,Optiplex 7060,2442DS2,,2/11/2020 1:26:42 AM,Success
D06844,Optiplex 7060,244XCS2,,2/6/2020 8:39:05 AM,Success
D06845,Optiplex 7060,244YCS2,,2/10/2020 3:15:06 PM,Success
S0053815,Optiplex 9020,1V92C42,mem11007,2/7/2020 9:47:22 AM,Success
D06848,Latitude 5590,6J0P6S2,joe13003,2/11/2020 1:45:44 AM,Success
D04407,Optiplex 7050,7FNQXM2,clc02011,10/8/2019 8:11:23 PM,Success
D001,Optiplex 7020,CQ64R22,cas02023,1/21/2020 7:01:06 PM,Success
D002,Optiplex 9020,3G86K02,lmp05004,1/28/2020 12:53:48 PM,Success
D01196,Optiplex 7040,6BVZFB2,smp02011,1/21/2020 8:43:19 PM,Success
U00001,Optiplex 7010,6SSXBY1,vlr02001,2/7/2020 1:18:21 AM,Success
D003,Mac Mini A1347,C07PC1E0G1J1,dsb00001,9/26/2019 2:23:00 PM,Success
C03812,Optiplex 7050,5XMTHH2,slr02009,10/8/2019 8:36:44 PM,Success
C03803,Optiplex 7050,5XL4JH2,slr02009,10/9/2019 1:47:35 AM,Success
C03826,Optiplex 7050,5XQ3JH2,slr02009,10/7/2019 1:06:03 AM,Success
U00002,Optiplex 7010,1VRVW12,mmr03003,2/4/2020 2:24:07 PM,Success
C03822,Optiplex 7050,5XP5JH2,scp02002,10/8/2019 11:45:25 PM,Success
W62528,Latitude E6540,7NF0H12,lmj02003,1/29/2019 9:33:48 AM,Success
U00003,Mac Mini A1347, C07PC1E0G1J1,dsb00001,9/26/2019 2:23:00 PM,Success
D05123,Optiplex 7050,416XVP2,bcp01001,10/8/2019 10:25:10 PM,Success
U00004,Optiplex 7010,CRTZ8Z1,ven17001,12/18/2019 1:36:11 PM,Success
D06853,Optiplex 7060,4CFP0T2,alb02025,2/10/2020 8:36:18 PM,Success
W61142,Optiplex 9020,CCZTCZ1,rbr14001,2/7/2020 3:50:34 PM,Success
C07129,Optiplex 7010,6HF3V12,chw06003,2/6/2020 7:27:34 PM,Success
C07128,Optiplex 7010,6HJ2V12,chw06003,8/24/2019 1:28:06 PM,Success
D03785,Optiplex 7050,2DLMXK2,rbr14001,10/8/2019 11:33:35 PM,Success
D03505,Optiplex 7050,DWVWKH2,acr10011,10/9/2019 1:54:25 AM,Success
D06850,Latitude 7490,7ztd7s2,,1/31/2020 11:48:16 AM,Success
W54294,OptiPlex 990,G5X12R1,,12/15/2018 3:37:52 AM,Success
U00005,Optiplex 9010,5XXHFX1,,1/3/2019 3:34:01 AM,Success
U00006,Mac Mini A1347,C07MHANFDWYL,dsb00001,10/16/2019 10:14:56 AM,Success
U00007,Mac Mini A1347,C07JN1Q7DY3H,dsb00001,2/9/2020 2:47:18 PM,Success
C03817,Optiplex 7050,5XNSHH2,app00003,10/7/2019 6:08:53 PM,Success
D03679,Optiplex 7050,6KYNHK2,,1/3/2019 6:02:42 AM,Success
D04527,Latitude 7280,HG7TZM2,reb02006,2/11/2020 1:20:12 AM,Success
D06873,Optiplex 7060,3NH61T2,dts05003,1/25/2020 7:19:55 AM,Success
D04529,Latitude 7280,B3FTZM2,,11/15/2019 9:10:22 AM,Success
D01220,Optiplex 7040,6BY3GB2,,5/17/2019 1:38:52 PM,Success
C03475,XPS 13 9350,8Z0YXF2,,2/4/2020 2:22:38 PM,Success
C09155,Optiplex 7010,CYJ9N22,tab05008,2/6/2020 5:04:24 PM,Success
D00562,Latitude 5450,JGPGZ52,dlr02007,2/5/2020 1:11:05 AM,Success
C07121,Optiplex 7010,6HH0V12,,2/6/2020 9:03:28 PM,Success
W54414,Latitude E6410,3S9S3Q1,viw10001,4/26/2019 8:29:20 AM,Success
C09156,Latitude E6410,515V7S2,amh13011,2/4/2020 3:45:14 PM,Success
C08964,"Macbook Air A1932 (13"")",FVFXV3U3JK78,tas18014,2/3/2020 5:21:14 PM,Success
W56354,Optiplex 790,5XKY7V1,kyk06001,12/31/1600 7:00:00 PM,Success
D00114,Optiplex 7020,BR5KQ22,clg07007,1/21/2020 11:49:18 AM,Success
D06869,Latitude 7490,HJYX7S2 ,rew02003,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
D06583,Latitude 7490,HL88JR2,dap19002,2/8/2020 2:53:09 PM,Success
C09157,Optiplex 7050,FVTFCH2,lgm02001,1/9/2019 8:35:14 AM,Success
C09158,Optiplex 9020,1JW1W52,jdl09005,2/9/2020 12:04:08 PM,Success
W57759,Optiplex 9010,HF48RW1,xct02001,2/9/2020 7:14:28 PM,Success
D03773,Latitude 7280,8YL3GH2,shs04008,2/10/2020 5:04:34 PM,Success
C09159,Latitude 3380,DNTV3P2,pjm99001,2/6/2020 3:47:01 PM,Success
C09160,Optiplex 790,372TKS1,dap10002,5/29/2019 12:57:21 PM,Success
D03873,Optiplex 7050,7YMRHL2,ekl02001,10/8/2019 6:21:53 PM,Success
D03860,Optiplex 7050,7YKQHL2,ekl02001,10/4/2019 1:55:08 PM,Success
D03851,Optiplex 7050,7YHTHL2,ekl02001,7/28/2019 3:02:09 AM,Success
D03874,Optiplex 7050,7YMSHL2,ekl02001,10/7/2019 2:18:53 AM,Success
c09161,Optiplex 7010,CYL9N22,jpc95002,2/4/2020 9:11:35 AM,Success
D06870,Latitude 7490,3W9N6S2,dgr01001,2/10/2020 8:24:28 PM,Success
C08607,Optiplex 9020,3ZQRD42,krb15004,2/10/2020 12:18:28 AM,Success
W58359,Optiplex 9010,H6NJ8Y1,amh07013,2/9/2020 4:17:56 PM,Success
C09162,Precision 7530,JFG38S2,alw18013,2/6/2020 9:18:57 AM,Success
C09163,Optiplex 7050,HKH3RP2,jsg04002,10/8/2019 7:54:35 PM,Success
W63866,iMac,C02P3E8RF8J2,loh08001,1/14/2019 10:57:08 PM,Success
D06808,Latitude 5491,4T755S2,lus13001,2/9/2020 3:55:25 PM,Success
C09164,Latitude 7490,43nbvp2,dap10002,2/9/2020 8:36:59 PM,Success
C09165,Latitude 7490,g1nbvp2,ryb18002,2/10/2020 8:37:14 PM,Success
C07468,Latitude E6440,BK64N12,vig11002,1/31/2020 10:07:54 AM,Success
C09166,Optiplex 3040,9304JG2,dhb02002,2/11/2020 2:02:58 AM,Success
D04173,Optiplex 7050,3LK4CM2,jmf19001,10/8/2019 12:24:44 AM,Success
D06872,Latitude 7390,CSSB8S2,dts05003,9/9/2019 11:27:33 PM,Success
D06807,Latitude 3490,4KN0DQ2,ljl02003,12/13/2019 2:18:28 PM,Success
C09167,iMac,C02Y208XJ1GC,abu09001,2/11/2020 12:36:20 AM,Success
D00285,Latitude E6440,C1DHR32,kag02008,1/10/2020 11:36:19 AM,Success
D00357,Latitude E6440,G1HMR32,kag02008,2/4/2020 9:34:49 AM,Success
D00284,Latitude E6440,3VXGR32,kag02008,9/18/2019 3:40:50 PM,Success
D06488,Latitude 3380,F0WGXR2,joh05001,1/27/2020 8:08:43 AM,Success
D02581,Optiplex 7040,DJB9SD2,raw11006,2/9/2020 12:39:01 PM,Success
C02748,XPS 13 9350,BXS4QC2,cht14005,1/22/2020 1:47:04 PM,Success
C09168,MacBook Pro A1708,C02VW4DWHV29,shs04008,5/23/2019 12:43:34 AM,Success
C03824,Optiplex 7050,5XPTHH2,hlh01002,10/4/2019 3:00:43 PM,Success
C03833,Optiplex 7050,5XR4JH2,smw02003,10/8/2019 11:00:40 PM,Success
C03830,Optiplex 7050,5XQTHH2,smw02003,10/8/2019 1:36:13 AM,Success
C09332,Precision 3630,1KRC9T2,job09005,1/8/2020 3:14:41 AM,Success
W59964,"Macbook Air A1465 (11"")",C02KQ3KTF5N8,kjm18009,3/8/2019 2:12:14 PM,Success
C09169,Optiplex 7010,9W6WW12,mad14005,1/21/2020 11:54:08 PM,Success
C05039,Latitude 7480,B0367H2,klz00002,2/6/2020 3:42:58 PM,Success
W62580,Optiplex 7010,6630Z12,maw19004,2/5/2020 5:55:38 PM,Success
W52635,Latitude E6520,FB7DPN1,lus13001,1/24/2019 1:43:45 PM,Success
C09170,Macbook Pro A1278,C1MQ7C1SDTY3,lbc12001,4/11/2019 11:58:10 AM,Success
D06955,Optiplex 7060,C11G9T2,mel09007,2/10/2020 9:07:54 AM,Success
C03548,Latitude 7470,JIP2ZF2 ,ryb18002,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
00196278488586,Optiplex 7010,4874DX1,jem02027,2/5/2020 8:44:01 PM,Success
D06931,Latitude 5590,3Z1MST2,,2/11/2020 1:20:17 AM,Success
D02242,Latitude E7470,J7CFHC2,rmb00002,2/10/2020 2:34:26 PM,Success
C09171,Optiplex 7020,CG2KR22,lbc12001,1/21/2020 11:35:00 PM,Success
C03815,Optiplex 7050,5XN4JH2,lgm02001,10/8/2019 12:58:22 PM,Success
D06942,Latitude 7490,D0FTST2,rrb02005,2/11/2020 1:13:34 AM,Success
C09172,Latitude E6440,CKJCK32,sch17003,2/6/2020 5:28:29 PM,Success
D03759,Latitude 7280,38HHFH2,jad05018,2/10/2020 2:50:00 PM,Success
W57329,Latitude E6430,1SQX9W1,sch17003,2/6/2020 8:50:17 AM,Success
D00978,XPS 13 9350,7M10N72,elv07002,1/31/2020 5:43:33 PM,Success
C09173,Latitude E6440,FFCJYZ1,acm08012,12/9/2019 4:34:15 PM,Success
D00838,Optiplex 7020,HDZ7382,acm08012,1/20/2020 11:48:26 AM,Success
D03796,Optiplex 7050,CHPJXK2,dem02009,10/8/2019 6:12:47 PM,Success
D00311,Optiplex 7020,7QRNG42,kms94001,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
C09174,Latitude E5430,CRZWJX1,jem06014,4/12/2019 1:09:39 PM,Success
C09175,Latitude E5430,4XZWJX1,jem06014,2/9/2020 8:41:37 PM,Success
C09176,Latitude E5430,88VWJX1,jem06014,8/21/2019 3:25:23 PM,Success
C09177,Latitude E5430,4J1XJX1,jem06014,1/31/2020 11:52:00 AM,Success
D06958,Optiplex 7060,FZPG9T2,trm10001,2/9/2020 9:45:42 PM,Success
D00449,Optiplex 9020,3PZ4T52,jss12006,1/29/2020 2:14:06 PM,Success
C09178,Optiplex 7010,9HTQRW1,jac09033,9/3/2019 7:36:19 PM,Success
W60965,Latitude E6540,gdqgvz1,lmj02003,2/6/2020 2:13:25 PM,Success
C09380,MacBook Pro A1989,C02Y3230JHD2 ,jow02004,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
C09179,Optiplex 7010,J4TDW12,cpl16103,2/6/2020 7:27:39 PM,Success
C08388,Precision 3630,GJ831S2,sgj05001,1/16/2020 9:38:01 AM,Success
D03657,Latitude E5580,2CP48H2,obc17002,2/10/2020 8:17:58 PM,Success
W63409,Surface Pro,SP024026743353,amd97002,9/17/2019 9:16:04 AM,Success
C09392,Macbook A1534,C02Y3078HH24,mjb13023,1/29/2020 12:32:06 PM,Success
C03547,Latitude E7470,hg52zf2,ryb18002,2/10/2020 4:41:36 PM,Success
C05233,Latitude 7480,1Q1B3H2 ,fag18005,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
W56160,Latitude E6520,12MRDS1,mel09007,5/8/2019 12:42:18 AM,Success
D06945,Optiplex 7060,675G9T2,jow02003,2/7/2020 3:17:05 PM,Success
C09180,Latitude 5490,810ZJR2,nrp08009,1/29/2020 11:29:08 AM,Success
W57960,Latitude E6430,1TVZFS1,lic11006,2/5/2020 4:20:24 PM,Success
D06947,Optiplex 7060,6HFJ9T2,fnp02001,2/9/2020 8:48:21 PM,Success
C09182,Latitude E5430,2RTWJX1,jem06014,2/9/2020 6:02:05 PM,Success
C09183,Latitude E5430,2D7XJX1,jem06014,6/14/2019 4:29:28 PM,Success
C09184,Latitude E5430,48VWJX1,jem06014,12/12/2019 3:31:50 PM,Success
C09185,Latitude E5430,5SZWJX1,jem06014,2/7/2020 12:36:08 PM,Success
D02994,Optiplex 7040,CS2XCH2,ang18020,2/9/2020 7:07:31 PM,Success
W57764,Optiplex 9010,HF29RW1,,1/31/2019 2:15:30 PM,Success
C09188,Optiplex 7010,CYHYM22,,2/4/2020 4:31:10 PM,Success
C09187,Optiplex 7010,CYLBN22,jld02014,2/6/2020 4:04:39 PM,Success
C09186,Optiplex 7010,CYHXM22,jld02014,2/4/2020 11:32:28 AM,Success
C09181,Optiplex 7010,CYJWM22,jld02014,2/3/2020 7:14:56 PM,Success
D06732,Optiplex 7060,4FX51S2,jmm19007,2/6/2020 8:36:40 PM,Success
C07363,MacBook Pro A1708,FVFWM5DSHV27,kaf02011,2/5/2019 10:40:56 AM,Success
C09408,Surface Pro,SP008768683153,gds11003,1/29/2020 11:57:21 AM,Success
C09409,Surface Pro,SP009192783153,ler02006,1/29/2020 1:38:33 PM,Success
S0031240,Optiplex 9020,76WWD42,hlr09001,2/9/2020 7:19:32 PM,Success
S0031243,Optiplex 9020,76WYD42,hlr09001,2/6/2020 10:05:44 PM,Success
S0031249,Optiplex 7010,3QSBPW1,hlr09001,2/4/2019 12:38:06 AM,Success
C09189,Optiplex 9020,98ZQW12,cas02023,2/9/2020 8:17:30 PM,Success
C09190,Optiplex 7010,CBB99Y1,cas02023,2/6/2020 4:56:55 PM,Success
C09191,Optiplex 7010,CBC99Y1,cas02023,2/6/2020 10:18:46 PM,Success
W63049,Latitude 7440,2F4NJ12,cas02023,5/3/2019 1:07:24 PM,Success
C09192,Optiplex 7010,CYKXM22,jld02014,1/20/2020 11:46:17 AM,Success
D02220,Optiplex 7040,9L95JB2,jld02014,2/7/2020 9:12:54 AM,Success
D0C248,Latitude E6440,6ZCXQ32,cmr18010,12/18/2019 3:57:13 PM,Success
D06972,Latitude 5590,G4KTST2,maw01007,2/11/2020 1:07:46 AM,Success
D06971,Latitude 5590,D6KTST2,maw01007,1/21/2020 3:15:51 AM,Success
D06954,Latitude 5590,5HQTST2,,1/18/2020 1:26:51 AM,Success
D01784,Optiplex 5040,F43QBB2,pcd05001,2/4/2020 9:16:31 AM,Success
D02152,Optiplex 7040,DJMZHB2,dab06003,2/9/2020 8:38:55 PM,Success
W58355,iMac,C02L83TBF8J4,rio02001,1/28/2020 9:05:18 AM,Success
C00918,iPad Air A1566,DMPQ49SLG5VY,ksh02004,,Success
W55767,Optiplex 790,1CSD4V1,wss07002,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
C09194,Optiplex 7020,DPF3C42,tcc02004,1/21/2020 7:42:39 PM,Success
C07119,Optiplex 7010,6HH1V12,tcc02004,2/6/2020 7:32:17 AM,Success
C07118,Optiplex 7010,6HD2V12,wss07002,2/6/2020 8:49:56 PM,Success
D06930,Optiplex 7060,D43C1T2,gak19005,2/9/2020 1:39:14 AM,Success
C00523,Macbook Pro A1398,C02Q1558G8WN,rrb02005,1/10/2020 1:47:17 PM,Success
W56957,Optiplex 790,6MJP8V1,lvl02001,2/3/2020 7:16:14 PM,Success
D05735,Optiplex 7060,1B31GQ2,,2/10/2020 2:01:34 AM,Success
C09393,"Macbook Air A1932 (13"")",FVFY3DSHJK77,kwb18001,2/6/2020 2:24:02 PM,Success
C06537,Optiplex 7010,CRSZ8Z1,cem12015,2/5/2020 2:54:06 PM,Success
01342,Optiplex 790,BS404V1,sav07011,4/26/2019 4:11:15 AM,Success
00196287776223,Optiplex 7010,7ZBLJ02,jls02021,2/6/2020 7:47:53 PM,Success
D01166,Latitude 5450,HXYVP72,mbg10002,11/7/2019 1:46:34 PM,Success
D00363,Optiplex 9020,5F9GF42,rcs04002,2/7/2020 4:29:00 PM,Success
D00371,Optiplex 7020,5FBHF42,chb19007,1/21/2020 11:33:01 PM,Success
C09195,Latitude E6430,4m6h8w1,,12/2/2019 1:38:29 PM,Success
C09196,Latitude E6430,9F8MSY1,cas02023,2/9/2020 7:23:28 PM,Success
D00334,Latitude E6440,2G0QR32,amd14051,3/25/2019 11:03:13 AM,Success
D06203,Latitude 7480,12KVNQ2,daj13007,2/11/2020 1:46:09 AM,Success
C09197,Optiplex 9020,98ZRW12,row18005,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
C08151,iPhone 7 A1660,,rlv02002,,Success
V00449,Verizon Jetpack MiFi 8800L,990009312648184,wap04003,,Success
0006547,Optiplex 7020,C37RB42,ksh02004,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
D06977,Optiplex 7060,C0H6BT2,amh13011,2/9/2020 9:22:22 AM,Success
C03819,Optiplex 7050,5XNVHH2,slr02009,10/8/2019 7:24:15 PM,Success
C03829,Optiplex 7050,5XQSHH2,slr02009,10/8/2019 12:43:13 PM,Success
D02208,Optiplex 7040,9L86JB2 ,teg02002,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
D02221,Optiplex 7040,9L96JB2 ,jar06003,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
D06885,Optiplex 7060,7GQMCV2,bdo18001,2/9/2020 8:10:16 PM,Success
W52925,Latitude E6510,74CN8P1,loh06001,1/15/2020 4:30:51 PM,Success
D07003,Latitude 7490,HLJCTT2,eda18001,2/10/2020 10:27:23 PM,Success
C03924,Optiplex 7050,5XJ5JH2,cam13052,10/8/2019 7:37:22 AM,Success
C09198,Latitude 3580,5580nj2,agh04001,1/30/2020 3:38:06 PM,Success
S0034111,Optiplex 9020,1VF2C42,boc07001,2/9/2020 8:37:39 PM,Success
D02835,Optiplex 7040,6L3YBH2,miw17019,2/9/2020 8:18:50 PM,Success
D02210,Optiplex 7040,9L88JB2,dop02001,2/8/2020 3:07:08 PM,Success
C06622,Optiplex 7010,8HHJXV1,los07003,2/6/2020 8:03:19 AM,Success
D02216,Optiplex 7040,9L8GJB2,rab02014,2/7/2020 2:37:56 PM,Success
D06794,Latitude 7490,GT4K5S2,mik05001,2/10/2020 10:13:31 PM,Success
D05127,Optiplex 7050,4182WP2,kag10019,10/8/2019 11:38:37 AM,Success
W61672,iMac,C02MT2T9F8J4,yot07001,2/13/2019 10:09:23 AM,Success
D05754,Optiplex 7060,GTS8GQ2,,2/9/2020 6:46:25 PM,Success
C00032,Latitude E6440,JW60V32,ans15103,1/24/2020 9:21:35 AM,Success
D01134,Optiplex 7020,6YDKFB2,lel17006,1/22/2020 12:56:09 AM,Success
C09199,Optiplex 7010,CBC79Y1,elb05006,2/6/2020 2:57:06 PM,Success
